Uniq Id,Mrp,Price,Offers,Combo Offers
3501ec75ec43b61f332dc2e4c9f153fa,4706.00,4706.00,0%,
737101174f877e7b7e290d02b349e7da,220.00,180.00,18.18%,
29792fec092bc5a9207a55c240ff18f7,595.00,595.00,0%,
438fd3524cd373f2b5e3aa72cf411b2b,2999.00,2999.00,0%,
aaa158e7f0c5c194a9122faa9565e78f,4800.00,4800.00,0%,
856339d1cc4dc2d68caa42d99fa178da,165.00,165.00,0%,
3e34b7425a73f869b335938170f9990b,1577.00,1159.00,26.51%,
e5fe25a714afc835bd7cb95b54e135b7,3723.00,2918.00,21.62%,
5910e45daeda38d42c73b1e09caed9c7,5772.80,5772.80,0%,
5d3973804a9964bfd1ebd586b146effc,1182.00,981.00,17.01%,
2eca424ad77dedb363da4145eed71e8d,350.00,251.00,28.29%,
cf4d3e303a090d0110bf280ce97c23de,350.00,280.00,20.0%,
27678f04ce78d2a627c63610efe4f0b0,5549.00,5549.00,0%,
c0cd46e794caa2a64484dc6d52f279b3,499.00,499.00,0%,
4512d225c5e0119a09a8b6e82595b1bc,2265.00,1778.00,21.5%,
2f6f7f02cf397c8389cb921985460528,4999.00,3119.00,37.61%,
2241b2f12fd9adcf4af3348278f648c5,400.00,380.00,5.0%,
a99833fec6d9d1c9f9e69758c0e367c9,179.00,175.00,2.23%,
bf8f0d3a70a56f0631dd7aa300c8b7a4,8099.00,2770.00,65.8%,
9efb811169cc796038d57efe2e708157,1366.00,1366.00,0%,
7f7a4f1133a63c5c284bf5f96dab505f,,449.00,0%,
296354b733bf2bf1f88644a354db5952,398.00,279.00,29.9%,
a7710a156c0016016e8fbbe5bbf9438f,1004.00,1004.00,0%,
261da80ccbccd6064ea4facdcb3e1096,495.00,324.00,34.55%,
99b3e879b61b417947dbc8b0622a2f4d,4858.00,4858.00,0%,
904a545045543c19c56490781ba275f6,3159.00,1893.00,40.08%,
d1c305a9ebdaf68165a4d581b1ed170a,999.00,299.00,70.07%,
d50acfa90f62d0c8aad721a8137b8566,3200.00,3200.00,0%,
d3d86bb779cb0e6889b68a11ed648725,500.00,500.00,0%,
0afbc2cb834242c6929cbc7ba1903d4a,1587.00,789.00,50.28%,
8f0d5b7ed1b2ba68b5aef395d9f8186c,838.00,670.00,20.05%,
24a8f1c213f1d706c9869c724589f30a,7149.00,7149.00,0%,
1080c8769cd6e8873b99b75bedc448a0,265.00,176.00,33.58%,
da8404351e0e9208524bbe6dfe052eff,940.00,640.00,31.91%,
321b5cef7db5aa90216973b9f8f29370,3850.00,3018.00,21.61%,
5b84d3e7a7618f11267d7ab235c27ed1,2398.00,590.00,75.4%,
23afa7b650daa6964332ea6ea7c2c9a3,750.00,649.00,13.47%,
4ddcf9f416c064b2f0c9dbbdc3ccbe38,538.00,538.00,0%,
b27a1395c672bca441620aebdbd311ca,1438.00,1231.00,14.39%,
d8ad1b964ee4c9bb0d5464a0f85037bd,7086.00,5669.00,20.0%,
dfcab84256a973ee7e1ed8624c06b717,250.00,250.00,0%,
ee936fc2c3baa0bdc432f594cccf4624,625.00,500.00,20.0%,
b7e5a48c257f539d171def095737c901,7584.00,6834.00,9.89%,
ae980dc122d8798da1bf70d6c2a3d477,649.00,649.00,0%,
8deaee5a69de866dee36fa99426b1269,5267.00,5267.00,0%,
8cf12ef3d13786b6a17f46c6897545e8,400.00,299.00,25.25%,
1f7b8bdaf71d283027efff8589a11959,499.00,415.00,16.83%,
5e747b109be677046f6567786a9640ce,780.00,460.00,41.03%,
633a1230363596cc4b2fabb9640f1ff4,199.00,195.00,2.01%,
623258cee1c6d00d55b0623b0e74c346,1299.00,749.00,42.34%,
6def90625a040dbae78d6b873be8fe0f,8640.00,8640.00,0%,
e82092227d03b0447c7dcb47b9c3ec4d,55.00,44.00,20.0%,
4dd633085a7598caf2f56107dc00e3e5,3587.00,3587.00,0%,
bcbfcbd1ac918b3f2e13a781848136d7,4746.00,2712.00,42.86%,
5ec840447027022066a41f180e02dab5,305.00,305.00,0%,
ed989e2af87162c0e03d67ef3034cf72,15349.00,9189.00,40.13%,
df72b82fd91bea82fdda700f628b4087,10749.00,6429.00,40.19%,
498a631437dd8fc2a731260380fe6db6,329.00,289.00,12.16%,
504476ef1e071679a42bb1c02e0444c9,769.00,769.00,0%,
8556ba4a08fe1ca6cd95938169695a10,2344.00,2344.00,0%,
e2939cf727ce6ecd48c78a6cc826b7b7,769.00,769.00,0%,
a854dd7a862d549b81b6630a684eac3d,3309.00,3309.00,0%,
5eefe11f2e5fd1d9a4f154d28a677efa,8272.00,6363.00,23.08%,
ccf62cf9e2b3f80196cacdd82eb8279a,2514.00,2514.00,0%,
6b5c8683eebf270158202c5b9b89a0fc,373.00,265.00,28.95%,
4993389746a240e5ace0e72a4077e8b6,4350.00,4350.00,0%,
81194e746fcf8e832887860a1c6618a2,999.00,349.00,65.07%,
4be634a22cedcfeacd19dc0a1479bb5e,3180.00,1817.00,42.86%,
7c49402d1a33e5faac13e85537e103df,8110.00,6242.00,23.03%,
ec35d01baecabf099564c5fb7a17676f,2000.00,850.00,57.5%,
83fff43a9ceeb7c2c42859b45738170f,288.00,288.00,0%,
257ce042f61181d71dfca500cfa259d8,598.00,250.00,58.19%,
5b0d510b886332d8090e74a023729d12,1995.00,1434.00,28.12%,
8fac9fd092743e579f13ff8b8e8d47bd,115.00,75.00,34.78%,
d9767d7e517510b48c7ff2a3d5e17761,1124.00,740.00,34.16%,
3a231d0654ff3c114dd8a296ca369a80,219.00,145.00,33.79%,
6e3e87828d49caeb1ad47d30a54c657c,6159.00,3316.00,46.16%,
396b5a9a4e10d7f9994390fa68596699,9597.00,9597.00,0%,
49e5097d054bd885d0020f9d2d7ea6be,2999.00,2999.00,0%,
698e6be6e594b370b6b4846b85e2d7e5,160.00,160.00,0%,
af258892d6738807e1c49617997be4a8,2520.00,2520.00,0%,
5e439e8ff4678719034960e9fa1b15cd,6690.38,6690.38,0%,
cc6392f86a1fd3b233b72ebfb1ca314c,1799.00,1799.00,0%,
656f6ba35b6028857d2164499fe93c97,1437.00,1437.00,0%,
e6c9f9d277e50b6a4869bff8c43cbd72,695.00,695.00,0%,
afa8d00354a91ae8060655fc6ca14466,898.00,494.00,44.99%,
2f76b53fc515889b3ed5b275db617bfc,149.00,149.00,0%,
0bf5155f9a02c9290f259f9d184a170a,1929.00,1929.00,0%,
c10055228c39b046c50dde964b236a7e,890.00,690.00,22.47%,
0c1fa4e1c123932b9e5aad9529d3e6ff,140.00,124.00,11.43%,
28111a56257d1cc81bbaf9b055cdcef3,170.00,170.00,0%,
3979a4886e12123e48a50ed2975caac5,2685.00,1446.00,46.15%,
7502ae2a7c565d2efb17fa322f6bb25d,749.00,299.00,60.08%,
0c33ef4990b1f8182b5678599596311c,895.00,795.00,11.17%,
8ce9dd510779a856b80b4acb5309954d,1240.00,369.00,70.24%,
54aad114410315b17e434fd1853901b2,999.00,549.00,45.05%,
494a209ad46e13a80bb4848047dea3b3,425.00,410.00,3.53%,
cc13ef4c71561176f53292aa77728c85,9360.00,9360.00,0%,
8a5c00c710db6ec31d64c863648b9f39,499.00,299.00,40.08%,
f1205384c18ca2b054fbbb65c24d3001,364.00,299.00,17.86%,
8e8ccc3e2346effceec02365692fc67e,695.00,695.00,0%,
f9e952c791e4d5bfedb6e60cfe7b5c30,5499.00,5499.00,0%,
e42278727b9ddf77a4c5cbaa56d05467,450.00,450.00,0%,
22f78c0634907a280f62e75560a5115c,299.00,249.00,16.72%,
f205befdc8d1b72a71b65a7f4b984cf0,597.00,400.00,33.0%,
58420aa58bfe6bd2c726c8f05bcf5338,399.00,229.00,42.61%,
4ad588671f3fd38ab324e5042334d24c,1590.00,1064.00,33.08%,
f6a4ef68a5e56c1968380057aae7a7ef,6669.00,6669.00,0%,
fc9c02ca9ec945c377cd53b1b5e2d5b1,1299.00,519.00,60.05%,
17a7c58ee967dcf8d74c69a9c13aa097,3514.00,1822.00,48.15%,
3829e9cc573a3852d1eaec6b3ef18106,1994.00,799.00,59.93%,
3285cff9d00675b8b31168aac0df78cd,190.00,190.00,0%,
54ca85ff737de391cd093dc19a3afd04,249.00,249.00,0%,
4487a5535b61396d078f4fbafb8ca67a,674.00,409.00,39.32%,
98640b01c5fe647e66fb530f4ade743e,8154.00,6523.00,20.0%,
7006dff8dde23371c499520178965180,999.00,499.00,50.05%,
9a260a937180f0a92f41f6e20ed6112d,550.00,341.00,38.0%,
85a2983b277284b227afe56367c5ef3a,3500.00,3500.00,0%,
c1aa10d4790978ff4313eeb07526babe,798.00,350.00,56.14%,
4074c7842fb4588c18ffb900ff066b4f,899.00,899.00,0%,
0eb9579f4e06642201a36980b966cc1f,8320.00,8320.00,0%,
546dc9ab896d7f69e0ce90f9a784d60a,359.00,328.00,8.64%,
dbf7505b8eeff965734f03c4593abe7c,264.00,264.00,0%,
02347bc1abd7931781b145f88db717d6,1221.00,940.00,23.01%,
cd2989dbdd4ebc2034bcb9d13921cf42,419.00,399.00,4.77%,
a4fafc5ede3b14ae63091593dca83e05,1299.00,999.00,23.09%,
d0c3c23b40943a4d2c6271a8d0689a41,1349.00,1349.00,0%,
1bad26b3faffd14414d77e55b4314d89,650.00,650.00,0%,
6b4d7b3bab186aa9a983471c08836a68,299.00,95.00,68.23%,
923175973122fbdb78e605b7c1693706,595.00,595.00,0%,
bf29e7b1297a2e0c5df88baf112ff3dd,295.00,295.00,0%,
1a0e3ca71a566a0b46b5bd8cb219ee80,1650.00,1650.00,0%,
a4f07737bec443198cec57c545368af1,745.00,745.00,0%,
f98b25100a7caa910657b8744ff9f56d,449.00,279.00,37.86%,
050d30c5400fa078d3568f162fef7389,339.00,205.00,39.53%,
a27e1698ad7cd16f50b8518f7875aabd,699.00,550.00,21.32%,
d9990251ef07d7eec40159c7af7e5620,375.00,275.00,26.67%,
13a56ee964725f631bbb9a740e618c1e,2152.00,2152.00,0%,
cbda7579d33040b69134e8b21900e400,949.00,299.00,68.49%,
54a52e07f077f4637f0afed5f6e893fa,795.00,795.00,0%,
988c39895e0a6ad667b04fd766027620,449.00,449.00,0%,
60ce04ac25af2ff9da41eff3cd390eb6,270.00,270.00,0%,
798304be36c7957fd315fd031fd59d48,299.00,299.00,0%,
5b6defe24177ebd295fa67e27eaa99de,3195.00,3195.00,0%,
3c48d64e63a325a163dc8b4b520f3e41,2098.00,477.00,77.26%,
35961cda5e09f3bb726c953199378f97,353.00,353.00,0%,
9c11baac405c455dce7f00918b6af37c,7899.00,2950.00,62.65%,
2c557a5866c83e1ce448d3adcba68dbd,200.00,200.00,0%,
0f2670dfb27bb3c8822cd04bead132ed,1580.00,1430.00,9.49%,
6a966efffb5de642bbfa407dc9df6588,999.00,349.00,65.07%,
984af879d036bdb9a7e7e79e51648691,1250.00,1240.00,0.8%,
8d2fdb35ec0cc50e6d741c3584d46d48,7197.00,2399.00,66.67%,
90d35c1f16729d9441f723b516407767,3611.25,3611.25,0%,
1364c171c8c172bd0ff86335ea9c07ca,1179.00,625.00,46.99%,
7c2b75374f01b52444da9e6a1891d4ce,411.00,411.00,0%,
3793a82b184121632fe3e4efbbab8036,399.00,229.00,42.61%,
38a29e8135f8433a3fd071b56190f67f,2500.00,2500.00,0%,
de0d2e5d589eb76b4844db0ce44b959a,,,,
96af7615857a29f797a253b7b748d46a,795.00,449.00,43.52%,
b72a38adcca40358455f50af2821e1e0,130.00,123.50,5.0%,
62a67a362f70d7cfe47540e5a01f4be1,84.00,83.00,1.19%,
8f77027c886d68fbf1ec01d38ab7631b,7240.00,5792.00,20.0%,
305b3537ac7e65ebf70df101785b822b,1939.00,1108.00,42.86%,
462f8a8d2d8e7d9c3341e10586832f4d,7265.00,7265.00,0%,
37772f8a322e651a0c7f6670ee0c2ea5,329.00,329.00,0%,
9b974d5b0d8ccb50515ccee0b821679f,6932.00,5546.00,19.99%,
a1f799b2f03efd622c1ef0854ac7aa67,1466.00,1034.00,29.47%,
ceae42a4ed494338dcdb64372f9e4c46,,,0%,
215fa3f05c4339256f55578e1bfddeae,4475.00,4315.00,3.58%,
b65c7208b6900fc862fff487b399b5a5,4120.60,4120.60,0%,
bdeda11b82a5db3b3a498c9d129a3536,420.00,400.00,4.76%,
c4cd7524c5b497ce901b1b17907e24e3,298.00,250.00,16.11%,
6ff6008caf23cde7e83582e728175bc8,390.00,315.00,19.23%,
13744139bc58ff83ec7128bba9b7ea21,100.00,100.00,0%,
ace1d09398bc07182a48fb55a92e38e9,2902.00,2902.00,0%,
d9aa155466623659d9393fa6bdd1961e,995.00,995.00,0%,
ea7f9edc2046ae02b558460206e36587,650.00,440.00,32.31%,
3351fd73e415fabc6fdbadf123714fd5,3840.00,3840.00,0%,
c62846cac922e14945657d148ef06bab,490.00,330.00,32.65%,
de594e4c3298ab35d0637c2495a609f0,4800.00,4800.00,0%,
fc17f8c052e9cb3d231026dc12e30e12,199.00,199.00,0%,
eb26af6d94de8b1c7796a5ec890cb16d,6298.00,6298.00,0%,
055d24dec76c2069f5d8436a48faa0cd,1170.00,735.00,37.18%,
c7bb9aa85f6918e1882ead4e73815fce,385.00,308.00,20.0%,
e36e3da9f2d5ec5923ce3c949bf2bb69,995.00,995.00,0%,
1c6054cea76d58562ff6d42a0bb9db2e,300.00,299.00,0.33%,
54d6d88efe11d6ce25ff3f6b0f391540,1313.00,1313.00,0%,
462e1a0f41d8131e5977f2fffb16302e,8239.00,8239.00,0%,
726fca818b3e35630bb5cc30f444dff8,2002.00,2002.00,0%,
b3977939a83fe2e6bbed9e8b3e3aa7d2,120.00,120.00,0%, Khadi Rain Forest Soap 75 g (Buy 3 Get 3) 
4b89d0a1ea29dfd58080716e365e3f5e,3608.00,3608.00,0%,
550d596cdba1b5e5d4d8f31dc6a6c353,529.00,528.00,0.19%,
c39f20b6ac330a9f02c31c516b594056,649.00,494.00,23.88%,
209e9fa7020bca0d90eb528f2df73bfb,5238.00,5238.00,0%,
d00ece3e653c2b15ff01ac02c175a738,4999.00,3853.00,22.92%,
45d99895cd7434d647c68b15e3f3788e,5418.00,5418.00,0%,
8753d8660ff5865f5b4184926986c12f,3539.00,3539.00,0%,
c9a74cfa7a569009463d67cbdcd7480d,350.00,340.00,2.86%,
633921ca274e7506b3ead1bad146934f,311.00,311.00,0%,
ae68b61550a42f55c6e42ee751095e86,450.00,450.00,0%,
85bf8d6c37cf40fc18ecaabc17370b50,7360.00,7360.00,0%,
818e3a26808c0847c8683c09e3ed6753,3319.00,3319.00,0%,
c4e8ad65597de9fae5601bd331590e2b,1868.00,1868.00,0%,
2dc65e1d1c1728e326dd43ea40f8cd92,570.00,540.00,5.26%,
8f3df6134e3ee6e64be3e24111e9b88a,599.00,364.00,39.23%,
62667c81680dadd8de58091271f6e365,5068.00,2199.00,56.61%,
7bcb17fe22de9b3968c9b3378089a7a8,525.00,525.00,0%,
e9d30ae52a42d2e1f8ead606bc2486f4,8270.00,8190.00,0.97%,
0190adcc784c8bc4f3cd33c6984e0694,199.00,175.00,12.06%,
2b5f164d9aef52b108412ad2ad8acfb0,1508.00,1242.00,17.64%,
402de11e4953309a15c90ff12b4089a6,399.00,229.00,42.61%,
c2dd9632147e263a4cf97a089eb99e62,1099.00,349.00,68.24%,
b0de4cc6f694f89e0aad16ae37a92d71,2109.00,2109.00,0%,
6f9fcd33259ad56a1e4eb6be57cfd151,943.00,574.00,39.13%,
1c30ea774c80097f439780e10a721d41,1400.00,1400.00,0%,
0b79783c6e442d2410daa2ca2a65740b,95.00,95.00,0%,
413c38a1d7270656a94d324a9d589d3a,1437.00,1437.00,0%,
45d02ee9deda78d083e7e57c6b97547e,3154.00,3154.00,0%,
d054576ab01a3433ab2a8094b0f88302,180.00,180.00,0%,
0fa75059f8e10b65f41efe1722c50344,700.00,700.00,0%,
bce8822842ad1809cd755db78f25d419,775.00,695.00,10.32%,
6ad371a39e270e7516ab5aa30d3b8aaa,795.00,795.00,0%,
3a36cb77b855c822691c56f6ed2399e2,170.00,170.00,0%,
a59a5eed9c81fe68b885ea4cf87862f1,8829.00,8829.00,0%,
478cf018c8f19b4ade657d96e67617bf,1299.97,828.55,36.26%,
b5379349d63966dcaadf275d411241ac,600.00,449.00,25.17%,
d89deecfdd2b6cc85822e06e208a7078,1390.00,1390.00,0%,
ae0242ca246c03ce494c1df8786f8034,1965.00,1512.00,23.05%,
ea90ada9b98c2505e41207f549032c71,3200.00,3200.00,0%,
1b7b524f06b28b9ff6b8ccd62ebc6531,22197.00,7399.00,66.67%,
28989024bfd9cbcfa76bf89ef7f4a797,6659.00,3992.00,40.05%,
ffb857079b793cf56d8dd13f49938d39,4200.00,3900.00,7.14%,
611dd886ee5049de59ae28de5f0ea508,418.00,418.00,0%,
7ca79e646d4107b62c8f573e72f2db37,230.00,203.00,11.74%,
83815a6c95ac185be40afd0baa7adfc8,695.00,595.00,14.39%,
90475d4db290b51742347758c04ecbfd,11168.00,8893.00,20.37%,
632292a28335e960f9705a4bd14054f7,5327.00,2867.00,46.18%,
377d1f6d3927d47671d05db5ec122789,5399.00,5399.00,0%,
3ddd3a4232c26e3f57caf97be3a65cd2,1050.00,650.00,38.1%,
69b8d5b7d3d3cedd6176bb9e8b54447d,500.00,454.00,9.2%,
71773e86d7bd6569bdc084b5e2daabac,120.00,120.00,0%, Khadi Rose Soap - 75g (Buy 3 Get 3) 
0dc7f8ad2a5493cec6e9507908c54d8c,249.00,249.00,0%,
51d35cb735b774739f90ff8b06fd959d,2000.00,2000.00,0%,
68091dbf65dee17ddb7bdc070add6ba3,720.00,720.00,0%,
8cf74e201535342521506442a5ad76eb,250.00,185.00,26.0%,
f372f3440f775a2390f57e471253f883,895.00,795.00,11.17%,
2ff496b25183e19ab92d3dc43dc02d0e,832.00,299.00,64.06%,
2d544cd5d7aae2d58d9aa3bd0a7cb510,4669.00,4669.00,0%,
4c97f1c45b05303045fe0741d9e267d8,834.00,667.00,20.02%,
251276e822eb4be860b295994ab90bc0,1448.00,966.00,33.29%,
4b6e1b414dd3bf9353f6359155d22440,7040.00,7040.00,0%,
fdff2cdfbdb2e2d72f769b470b2ee72b,4800.00,4800.00,0%,
2195653806e62c137ea1bcad7ecba329,256.00,224.00,12.5%,
839715ece2fd75926805fe3b95db0005,595.00,595.00,0%,
db25a0617f027808fec7192145250e4b,20660.00,570.00,97.24%,
9de4760f693423330487a9ce754aa475,6889.00,4129.00,40.06%,
49450623d1864b4720e27334aeda7120,999.00,798.00,20.12%,
d1e35b987ebe343bdde1ea2b77a65cdb,40.00,30.00,25.0%,
61790b26ed0527973536824bd012f166,499.00,399.00,20.04%,
9f0e8671751ffc9794fbd55af4f3429d,199.00,189.00,5.03%,
49c89a02d6e3a946d70c35c691e10770,26697.00,8899.00,66.67%,
d92d67deb68c5cf830e586362f4e1b97,4699.00,4699.00,0%,
72b7a40a89a4cf9b6a8e9227b5c50061,1334.00,762.00,42.88%,
a71feed50e9515ec6e0aba5df68e1f0f,2526.00,2526.00,0%,
e6bd0886e410840c06b9516353e6df70,5399.00,3239.00,40.01%,
aed01749e6c103177c41dbc122fdc8a9,920.00,735.00,20.11%,
a76fec2f02a2297d1f7317857908d74e,800.00,799.00,0.13%,
22da1361e49798041d2b8d36ddf9982d,12675.00,9768.00,22.93%,
3d9f2988eb04ebdfc022467eeaa10471,5875.00,5875.00,0%,
7ae4e51333ba0209908ce2f215bd4508,595.00,595.00,0%,
1dbc77b2c39d0fea13527d930b806301,1200.00,499.00,58.42%,
427a37bae00dfa69f9a520fb0350df1e,720.00,564.00,21.67%,
bdb740f33f5795ddd54619ad0b7777a6,449.00,299.00,33.41%,
42dec353a0db442589c9e95f11951056,999.00,798.00,20.12%,
d8baa2a8b098e27ff0e3979406a33422,999.00,399.00,60.06%,
4f1aab276e9103289bf1a25f14e4491e,899.00,748.00,16.8%,
9c292bb1aa7444f0bf89395691030b62,1664.00,1497.00,10.04%,
de7cc8ee0884c1dd6b76d2b44a715f21,4053.00,2148.00,47.0%,
e48e22fb3f43d33b01649bdb0c3803b2,375.00,356.00,5.07%,
3b354c38865e7f1579c05e6a3b217761,86.00,86.00,0%,
0eac7142140d3fc50f9caa07b68d5c2a,995.00,995.00,0%,
05ea0b754b5f2e05dbdc252c4cebe78c,360.00,340.00,5.56%,
00afba8ec2c279d678722057d3296289,430.00,430.00,0%,
1ad299ec8337b72911265f32412a962d,1000.00,749.00,25.1%,
4513a33b706198b7469e3cb7cbe8d608,4084.00,3267.00,20.0%,
61ec7fb7bbe1a0a9ac50d85e4047c9e0,5099.00,3249.00,36.28%,
942b67ce0d83e3dfe8074661df01b5fb,390.00,370.50,5.0%," Apis Himalaya Honey, 1kg Each (Buy 1 Get 1 Free) "
d92b8e14291904dc2c2750d5b79f7f55,995.00,995.00,0%,
4df53be54c9cde3a2f5bc16aea93ee54,325.00,290.00,10.77%,
0292b41533f7344fa58aea09189bcebb,999.00,651.00,34.83%,
d94bad44ab9ef68960a6f1005d120c9a,99.00,89.00,10.1%,
10ce6c9c973634273c4896525623dfc5,2399.00,1304.00,45.64%,
f8b4ab11627c1a99a20c7b0448d8599c,868.00,680.00,21.66%,
39313df57da5bf13218474f212aa5598,630.00,598.00,5.08%,
d6290507d171edd937f285ce58fc51db,199.00,141.55,28.87%,
8bd3b36a623d6be177450eefb96e3a30,2477.00,2477.00,0%,
f4b312df934a37c8e4cfa1c915e22dbe,500.00,275.00,45.0%,
dc0b0a811e42ce41e41671007a0946e6,670.00,650.00,2.99%,
2b6c4f6e1b0c66be79bb382070b5dba1,949.00,730.00,23.08%,
755fedc1baec791a84d1eaab9c2bd49a,250.00,225.00,10.0%,
c460f75d2ea7adb55027fe0e439779d5,695.00,695.00,0%,
5de747c7347da358d41a80c208b0546e,180.00,140.00,22.22%,
94e14fc04b3d516ed66cf373197e261b,7599.00,4539.00,40.27%,
b85c17ca6dfb2387153fcfd425133cd9,595.00,595.00,0%,
f528004a4ec75cc8e73ce8f9f843e5fa,220.00,220.00,0%,
ffadb37942c968c698199995aca1676f,978.00,590.00,39.67%,
1d7acb593175d885a940f64c0f3e3cfd,399.00,299.00,25.06%,
d48ff0740643e95736e12caf222d4b7c,1301.00,700.00,46.2%,
a7dd9dfd6a4e9d4b95e0d2c743846667,600.00,415.00,30.83%,
469ea761710893819bd2f1a9a1ebe6e2,9920.00,9920.00,0%,
2f493d07af531cbff4f750fafcad551e,527.00,405.00,23.15%,
13ab933bcfddc9e42a4c37f15c5befe1,140.00,140.00,0%,
ff6f538474ffe2337feb37302d46c9e8,4380.00,4380.00,0%,
e60cc19a998463fcb3dfd8eef893ba0c,750.00,600.00,20.0%,
9607068160d4dba925139ade0a200c98,5834.00,5834.00,0%,
fe1c6c998bebf7c81a2a38818f8d6b1d,2241.00,2081.00,7.14%,
ef24c5d10e205df45de41a54f592284d,845.00,845.00,0%,
46e90182268d396e54136b34be2703c9,1429.00,757.00,47.03%,
cf96e6bb0063a3f2d5aeffb4b21dcaab,220.00,120.00,45.45%,
eda07f9fe5803ff592bb9350874119e8,130.00,130.00,0%,
a86c5575e0f70076264079f454555117,795.00,795.00,0%,
5d31421dfe09581f4a9bdeb472490a29,499.00,399.00,20.04%,
6c9555f6441478188d9f1e48fa532430,4257.00,4257.00,0%,
837ae2e465df7bcc3b7616d22cfb0007,598.00,497.00,16.89%,
cc54dedafdbb0514965635f97e46888b,500.00,349.00,30.2%,
1f6f5bf717b176904b602cebb4474b2b,5699.00,4260.00,25.25%,
ec8e337cd5f399d6f99fee8457d83e8f,300.00,240.00,20.0%,
0c8de2e6ee3f90b919937c9231473ac4,590.00,410.00,30.51%,
43df29e0fd4ae6f3ce70488d0a53d2ae,200.00,170.00,15.0%,
e8da00b48fc114617d34ffd337f20196,7789.00,7789.00,0%,
02f7915418b939f1a08fa78a779f033c,8640.00,8640.00,0%,
b89c6947177d9794652b9a0c71eb0787,798.00,299.00,62.53%,
ed2f6a123eda9f87fe79048d93ed182c,500.00,450.00,10.0%,
70a367b42b17cc25ae09a7d0b206a771,810.00,480.00,40.74%,
34cfce66fb9fddb90aa90436dd4aa522,450.00,382.00,15.11%,
5a23d26c8f5cc09742443302373e4cea,299.00,249.00,16.72%,
097d9d018e7f694fd68a47f47a414196,1974.00,1276.00,35.36%,
e3129815e230446a790b3e8c1ae87280,199.00,145.00,27.14%,
fdd960d7fb6e2a993fa9d433afb12206,120.00,120.00,0%,
968c30d6bcdce56dcc4988d2a1a4a593,4549.00,4549.00,0%,
a1ef5e3b971724f2c3c82df7342e0fcb,90.00,63.00,30.0%,
f64bb63015209fb3a356c0d3c8e98549,594.00,594.00,0%,
c5285b6a1a23cc25835e9d65886229d3,545.00,327.00,40.0%,
e4c87e139f5d3e28f216b463f9b7e9bc,2521.00,2521.00,0%,
dd31762fdc57271cc74178d909ce18a6,899.00,249.00,72.3%,
090d04a4772e8724c605927770e5b5d3,99.00,99.00,0%,
b7072c3c3d3367a46082349aa8032cf7,7049.00,7049.00,0%,
ee8bbbed797c688dc5e67ab06783df1c,2880.00,2880.00,0%,
a0ebc9ade0cc0d0748d229eb20e55127,15597.00,5199.00,66.67%,
7d3e3c90e5c7c6c9c435cb0904ba4c50,500.00,349.00,30.2%,
ac83e650474cff66ec24e1b7a0337fd9,180.00,142.00,21.11%,
df21db75d58145a11bcb9b51ce3f3526,399.00,275.00,31.08%,
28f38ee635e735513a3bb01bb4c05a41,1717.00,1039.00,39.49%,
552bdfb59ffd65451f6a29ba3d12df67,695.00,695.00,0%,
d992f270f69e370f46adfb7465263fb1,486.38,303.99,37.5%,
473fefb61759fa2f035b78fbd134a9fb,330.00,330.00,0%,
7b7b425ebdbce07bafdfd0e2d67490ff,3139.00,3139.00,0%,
6875570650b0ceafee0ba218f3385baa,4820.00,3856.00,20.0%,
49ec40fcf0aa57819619f889fc7f3220,795.00,795.00,0%,
6da07db334844205d532fe27d10d1ff9,5539.00,5539.00,0%,
b8d3be78d5a123b531fa6e3ee9c4c5f1,280.00,255.00,8.93%,
f9766384fd8598edf3ee747e0deef99c,3199.00,3199.00,0%,
361c2d8c4a7c1b6d7f2babf442de379e,199.00,139.00,30.15%,
8a937974b92d4e1c6b6b51f3fd97c982,260.00,260.00,0%,
50afd349f4f49a14442fd7b12baf038b,550.00,220.00,60.0%,
390b53c60f776f3df1419eb96f0f28a0,180.00,160.00,11.11%,
46a7baad11b12cfed08cbbf9669b71e2,323.00,323.00,0%,
c48742a35fc7452d80b0fd8cf72f0413,895.00,795.00,11.17%,
67389cf009447aeb73770ebcc576d1c2,1705.00,1364.00,20.0%,
491d249dd57c10ad95562425a96276ab,2390.00,2176.00,8.95%,
434e1e8009613d4ceae58113b144904b,600.00,269.00,55.17%,
590b8ac9848a7bbb61db6ca08371dd5e,849.00,449.00,47.11%,
ad475bc68fe6060b5a01e94cae8d8bcb,229.00,229.00,0%,
552bf5ff2e44c002b9fda3fbdedfaf73,1065.00,874.75,17.86%,
3dd5399a987ccfeece0cd093abd3d994,6889.00,5511.00,20.0%,
3236a36136a8dc7fbdfb6edaa84e4925,599.00,399.00,33.39%,
8f960573b8799ba6f6b1413295251f9a,2560.00,2560.00,0%,
c4d549db6cc5adb64f979f347bd61026,3125.00,3125.00,0%,
d8149abdd73ac11b8f1900d03791bf97,587.00,370.00,36.97%,
217bda48f7410d1b1e2cc5810625eb7d,1599.00,1180.00,26.2%,
d36701a04b9b501357cebca54c0bc18b,1690.00,1690.00,0%,
50e411f01d8ae0ea23f4945f2c0d8178,9920.00,9920.00,0%,
48395b98cb3cf7fa121208cd6e1a6aa5,1840.00,1604.00,12.83%,
5271a163f6b413355e17ff259b0e971c,2240.00,2240.00,0%,
364cff7ae4c65ba326c7ca39e5e5e0bd,999.00,498.00,50.15%,
