Neo Reference ID,Name,Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Est Dia in M(min),Est Dia in M(max),Est Dia in Miles(min),Est Dia in Miles(max),Est Dia in Feet(min),Est Dia in Feet(max)
3653699,3653699,21.2,0.1529519353,0.3420109247,152.9519353442,342.0109247198,0.095039897,0.2125156703,501.8108275547,1122.0831222578
3634155,3634155,23.6,0.0506471459,0.1132504611,50.6471458835,113.2504610618,0.0314706677,0.0703705522,166.1651821003,371.5566426699
3772993,3772993,27.197,0.0096639567,0.0216092642,9.6639567269,21.609264173,0.0060049025,0.0134273701,31.705895788,70.8965382695
2136818,2136818,18.9,0.4411182,0.9863702813,441.1181999969,986.3702813054,0.2740980571,0.6129018881,1447.2382352778,3236.1230737181
3440319,3440319,22.4,0.0880146521,0.1968067451,88.0146520901,196.8067450894,0.0546897524,0.122290004,288.7619911632,645.6914415591
3760684,3760684,21.9,0.1108038821,0.2477650126,110.8038821264,247.7650126055,0.068850319,0.1539539936,363.5298086356,812.8773639568
3673545,3673545,21.5,0.1332155667,0.2978790628,133.2155666981,297.8790627982,0.0827762899,0.1850934111,437.0589598459,977.2935443908
3361624,3361624,19.5,0.3346223745,0.7482383761,334.6223744549,748.2383760735,0.2079246394,0.464933628,1097.8424710066,2454.8503937571
3552665,3552665,23.7,0.0483676488,0.1081533507,48.3676488219,108.1533506775,0.0300542543,0.0672033557,158.6865169607,354.8338390368
3723816,3723816,19.8,0.2914439045,0.6516883822,291.4439045349,651.6883821679,0.1810947904,0.4049402617,956.1808197541,2138.0853117517
3092220,3092220,20.0,0.2658,0.5943468684,265.8,594.3468684194,0.1651604118,0.369309908,872.047272,1949.9569797852
2369984,2369984,18.8,0.4619074603,1.0328564805,461.9074602816,1032.8564805039,0.2870159005,0.6417870641,1515.4444719902,3388.6368554964
3381230,3381230,20.9,0.1756123185,0.3926810818,175.6123184804,392.6810818086,0.1091204019,0.2440006365,576.1559189633,1288.3238004408
3013651,3013651,24.0,0.0421264611,0.0941976306,42.1264610556,94.1976305719,0.0261761612,0.0585316759,138.2101784897,309.0473542854
2175706,2175706,18.4,0.5553349116,1.2417666126,555.334911581,1241.766612574,0.3450690093,0.7715977618,1821.9649913114,4074.0375731972
2455148,2455148,21.1,0.160160338,0.358129403,160.1603379786,358.1294030194,0.0995189894,0.2225312253,525.4604432536,1174.9652706022
3486442,3486442,22.0,0.1058168859,0.2366137501,105.8168859331,236.6137501138,0.0657515442,0.1470249225,347.1682720448,776.2918559233
3602572,3602572,22.3,0.0921626549,0.2060819612,92.1626548503,206.0819612321,0.057267201,0.1280533543,302.370924539,676.1219416887
3007925,3007925,26.5,0.0133215567,0.0297879063,13.3215566698,29.7879062798,0.008277629,0.0185093411,43.7058959846,97.7293544391
2018882,2018882,15.9,1.7561231848,3.9268108181,1756.1231848042,3926.8108180856,1.0912040195,2.4400063648,5761.559189633,12883.2380044079
2162854,2162854,19.1,0.4023045798,0.8995803882,402.3045798343,899.5803881691,0.2499803991,0.5589731654,1319.8969577037,2951.3793207207
2192559,2192559,20.1,0.2538370294,0.5675968529,253.8370293645,567.5968528656,0.1577269688,0.3526882241,832.7986794202,1862.1944587557
2194268,2194268,18.2,0.6089126221,1.3615700154,608.9126221057,1361.5700153859,0.3783606449,0.846040122,1997.7448871092,4467.0933692788
3766434,3766434,21.2,0.1529519353,0.3420109247,152.9519353442,342.0109247198,0.095039897,0.2125156703,501.8108275547,1122.0831222578
3046648,3046648,20.2,0.2424124811,0.5420507863,242.4124811008,542.0507863358,0.1506280858,0.3368146392,795.3165644948,1778.3819018419
3553988,3553988,25.4,0.022108281,0.0494356193,22.1082810359,49.435619262,0.0137374447,0.0307178602,72.5337327539,162.1903570994
3558387,3558387,20.6,0.2016299194,0.4508582062,201.6299194428,450.8582061718,0.1252869847,0.2801502144,661.5155049046,1479.1936371367
3723766,3723766,22.3,0.0921626549,0.2060819612,92.1626548503,206.0819612321,0.057267201,0.1280533543,302.370924539,676.1219416887
3740342,3740342,21.9,0.1108038821,0.2477650126,110.8038821264,247.7650126055,0.068850319,0.1539539936,363.5298086356,812.8773639568
3711168,3711168,20.8,0.1838886721,0.411187571,183.8886720703,411.1875710413,0.1142630881,0.2555000322,603.309310875,1349.040630575
3160853,3160853,21.3,0.1460679643,0.3266178974,146.0679642714,326.6178974458,0.090762397,0.2029508896,479.2256199,1071.581062656
3402134,3402134,25.3,0.0231502122,0.0517654482,23.150212221,51.7654482198,0.0143848705,0.0321655483,75.9521422633,169.8341531374
3477703,3477703,29.2,0.0038419789,0.008590926,3.8419789106,8.5909260123,0.0023872943,0.0053381523,12.6049180892,28.1854536983
3528338,3528338,21.5,0.1332155667,0.2978790628,133.2155666981,297.8790627982,0.0827762899,0.1850934111,437.0589598459,977.2935443908
3553987,3553987,23.2,0.0608912622,0.1361570015,60.8912622106,136.1570015386,0.0378360645,0.0846040122,199.7744887109,446.7093369279
3639549,3639549,27.4,0.0088014652,0.0196806745,8.801465209,19.6806745089,0.0054689752,0.0122290004,28.8761991163,64.5691441559
3738913,3738913,26.1,0.0160160338,0.0358129403,16.0160337979,35.8129403019,0.0099518989,0.0222531225,52.5460443254,117.4965270602
3092170,3092170,27.0,0.0105816886,0.023661375,10.5816885933,23.6613750114,0.0065751544,0.0147024923,34.7168272045,77.6291855923
2005590,2005590,19.7,0.3051792326,0.6824015094,305.1792325939,682.4015094011,0.1896295249,0.4240245083,1001.2442334633,2238.8501681036
3508131,3508131,22.7,0.0766575574,0.1714115092,76.6575573531,171.4115092306,0.0476327831,0.1065101409,251.5011804664,562.3737359442
3012991,3012991,21.5,0.1332155667,0.2978790628,133.2155666981,297.8790627982,0.0827762899,0.1850934111,437.0589598459,977.2935443908
3182823,3182823,24.1,0.040230458,0.0899580388,40.2304579834,89.9580388169,0.0249980399,0.0558973165,131.9896957704,295.1379320721
3328634,3328634,23.1,0.063760979,0.1425738833,63.7609789875,142.5738833281,0.0396192233,0.0885912765,209.1895703015,467.7620993781
3388356,3388356,22.7,0.0766575574,0.1714115092,76.6575573531,171.4115092306,0.0476327831,0.1065101409,251.5011804664,562.3737359442
3600242,3600242,19.9,0.2783267681,0.6223575734,278.3267680719,622.3575733667,0.1729441822,0.3867149477,913.1455937611,2041.8556210042
3758927,3758927,21.1,0.160160338,0.358129403,160.1603379786,358.1294030194,0.0995189894,0.2225312253,525.4604432536,1174.9652706022
3781897,3781897,25.664,0.0195773983,0.0437763934,19.5773983009,43.7763934234,0.0121648276,0.0272013814,64.2303114415,143.6233425991
2100756,2100756,16.3,1.4606796427,3.2661789745,1460.6796427136,3266.1789744576,0.9076239703,2.0295088955,4792.2561990004,10715.8106265596
2138258,2138258,19.1,0.4023045798,0.8995803882,402.3045798343,899.5803881691,0.2499803991,0.5589731654,1319.8969577037,2951.3793207207
3092173,3092173,18.8,0.4619074603,1.0328564805,461.9074602816,1032.8564805039,0.2870159005,0.6417870641,1515.4444719902,3388.6368554964
3025767,3025767,21.7,0.1214940408,0.2716689341,121.4940407996,271.6689340891,0.0754928736,0.1688071972,398.6025088171,891.3023057169
3351481,3351481,21.0,0.1677084622,0.3750075218,167.7084621628,375.0075217981,0.1042091748,0.2330187988,550.2246310023,1230.3396778159
3467216,3467216,19.8,0.2914439045,0.6516883822,291.4439045349,651.6883821679,0.1810947904,0.4049402617,956.1808197541,2138.0853117517
3699514,3699514,17.2,0.9650614696,2.1579430484,965.0614695789,2157.9430484443,0.5996612104,1.34088323,3166.2122718533,7079.8658710581
2477248,2477248,19.8,0.2914439045,0.6516883822,291.4439045349,651.6883821679,0.1810947904,0.4049402617,956.1808197541,2138.0853117517
2488490,2488490,21.7,0.1214940408,0.2716689341,121.4940407996,271.6689340891,0.0754928736,0.1688071972,398.6025088171,891.3023057169
2010165,2010165,17.3,0.9216265485,2.0608196123,921.6265485028,2060.8196123208,0.5726720101,1.2805335433,3023.70924539,6761.2194168867
2162080,2162080,19.9,0.2783267681,0.6223575734,278.3267680719,622.3575733667,0.1729441822,0.3867149477,913.1455937611,2041.8556210042
3274691,3274691,24.5,0.0334622374,0.0748238376,33.4622374455,74.8238376074,0.0207924639,0.0464933628,109.7842471007,245.4850393757
3727339,3727339,20.6,0.2016299194,0.4508582062,201.6299194428,450.8582061718,0.1252869847,0.2801502144,661.5155049046,1479.1936371367
3745504,3745504,21.7,0.1214940408,0.2716689341,121.4940407996,271.6689340891,0.0754928736,0.1688071972,398.6025088171,891.3023057169
3409432,3409432,19.7,0.3051792326,0.6824015094,305.1792325939,682.4015094011,0.1896295249,0.4240245083,1001.2442334633,2238.8501681036
3775093,3775093,24.159,0.0391520924,0.08754674,39.1520923685,87.5467399974,0.0243279748,0.0543990054,128.4517507264,287.2268464531
2277810,2277810,21.8,0.1160259082,0.2594418179,116.0259082094,259.4418179074,0.0720951346,0.1612096218,380.6624406898,851.1870938635
2395289,2395289,18.3,0.5815070396,1.30028927,581.5070396458,1300.2892700427,0.3613316107,0.807962044,1907.8315559515,4266.0410487267
3306214,3306214,22.0,0.1058168859,0.2366137501,105.8168859331,236.6137501138,0.0657515442,0.1470249225,347.1682720448,776.2918559233
3614400,3614400,25.6,0.0201629919,0.0450858206,20.1629919443,45.0858206172,0.0125286985,0.0280150214,66.1515504905,147.9193637137
3752445,3752445,24.183,0.03872175,0.0865844652,38.7217499927,86.5844651915,0.0240605725,0.0538010757,127.0398662462,284.0697767789
2469219,2469219,24.2,0.0384197891,0.0859092601,38.4197891064,85.9092601232,0.0238729428,0.0533815229,126.0491808919,281.8545369825
3670102,3670102,21.0,0.1677084622,0.3750075218,167.7084621628,375.0075217981,0.1042091748,0.2330187988,550.2246310023,1230.3396778159
2008507,2008507,17.2,0.9650614696,2.1579430484,965.0614695789,2157.9430484443,0.5996612104,1.34088323,3166.2122718533,7079.8658710581
3608784,3608784,20.5,0.2111324448,0.4721064988,211.1324447897,472.1064988055,0.1311915784,0.2933532873,692.6917701639,1548.9058855411
3013039,3013039,20.8,0.1838886721,0.411187571,183.8886720703,411.1875710413,0.1142630881,0.2555000322,603.309310875,1349.040630575
2154555,2154555,16.7,1.214940408,2.7166893409,1214.9404079963,2716.6893408911,0.7549287363,1.6880719724,3986.0250881707,8913.0230571693
2464798,2464798,19.4,0.3503926411,0.7835017643,350.3926411083,783.5017643338,0.2177238258,0.4868452748,1149.5821926537,2570.543928497
3560817,3560817,22.6,0.0802703167,0.1794898848,80.2703167283,179.4898847799,0.049877647,0.1115298092,263.3540659348,588.8775935812
3472549,3472549,26.3,0.0146067964,0.0326617897,14.6067964271,32.6617897446,0.0090762397,0.020295089,47.92256199,107.1581062656
3476774,3476774,21.2,0.1529519353,0.3420109247,152.9519353442,342.0109247198,0.095039897,0.2125156703,501.8108275547,1122.0831222578
3638287,3638287,24.5,0.0334622374,0.0748238376,33.4622374455,74.8238376074,0.0207924639,0.0464933628,109.7842471007,245.4850393757
3092182,3092182,20.6,0.2016299194,0.4508582062,201.6299194428,450.8582061718,0.1252869847,0.2801502144,661.5155049046,1479.1936371367
3590075,3590075,20.9,0.1756123185,0.3926810818,175.6123184804,392.6810818086,0.1091204019,0.2440006365,576.1559189633,1288.3238004408
3638577,3638577,26.6,0.0127219879,0.0284472297,12.7219878539,28.4472296503,0.0079050743,0.0176762835,41.7388066307,93.330808926
3702310,3702310,26.3,0.0146067964,0.0326617897,14.6067964271,32.6617897446,0.0090762397,0.020295089,47.92256199,107.1581062656
3716433,3716433,21.2,0.1529519353,0.3420109247,152.9519353442,342.0109247198,0.095039897,0.2125156703,501.8108275547,1122.0831222578
3735612,3735612,25.2,0.0242412481,0.0542050786,24.2412481101,54.2050786336,0.0150628086,0.0336814639,79.5316564495,177.8381901842
3763945,3763945,27.3,0.0092162655,0.0206081961,9.216265485,20.6081961232,0.0057267201,0.0128053354,30.2370924539,67.6121941689
2096590,2096590,16.2,1.5295193534,3.4201092472,1529.5193534422,3420.1092471982,0.9503989702,2.125156703,5018.1082755472,11220.8312225778
2152563,2152563,19.8,0.2914439045,0.6516883822,291.4439045349,651.6883821679,0.1810947904,0.4049402617,956.1808197541,2138.0853117517
2152680,2152680,19.4,0.3503926411,0.7835017643,350.3926411083,783.5017643338,0.2177238258,0.4868452748,1149.5821926537,2570.543928497
3012392,3012392,25.5,0.0211132445,0.0472106499,21.113244479,47.2106498806,0.0131191578,0.0293353287,69.2691770164,154.8905885541
3102681,3102681,23.8,0.046190746,0.1032856481,46.1907460282,103.2856480504,0.0287015901,0.0641787064,151.544447199,338.8636855496
3305002,3305002,20.7,0.1925550782,0.4305662442,192.5550781879,430.566244241,0.1196481415,0.2675413778,631.7424027221,1412.6189567557
3655739,3655739,22.4,0.0880146521,0.1968067451,88.0146520901,196.8067450894,0.0546897524,0.122290004,288.7619911632,645.6914415591
3771628,3771628,25.643,0.019767647,0.0442018024,19.7676469791,44.2018024005,0.0122830426,0.0274657182,64.8544869149,145.0190413875
2137099,2137099,18.2,0.6089126221,1.3615700154,608.9126221057,1361.5700153859,0.3783606449,0.846040122,1997.7448871092,4467.0933692788
2435058,2435058,20.2,0.2424124811,0.5420507863,242.4124811008,542.0507863358,0.1506280858,0.3368146392,795.3165644948,1778.3819018419
2438990,2438990,18.3,0.5815070396,1.30028927,581.5070396458,1300.2892700427,0.3613316107,0.807962044,1907.8315559515,4266.0410487267
3013045,3013045,21.3,0.1460679643,0.3266178974,146.0679642714,326.6178974458,0.090762397,0.2029508896,479.2256199,1071.581062656
3102758,3102758,21.5,0.1332155667,0.2978790628,133.2155666981,297.8790627982,0.0827762899,0.1850934111,437.0589598459,977.2935443908
3553586,3553586,20.1,0.2538370294,0.5675968529,253.8370293645,567.5968528656,0.1577269688,0.3526882241,832.7986794202,1862.1944587557
3713287,3713287,26.6,0.0127219879,0.0284472297,12.7219878539,28.4472296503,0.0079050743,0.0176762835,41.7388066307,93.330808926
2311044,2311044,17.1,1.0105434154,2.2596437711,1010.5434154201,2259.643771094,0.6279223726,1.4040771097,3315.4312590467,7413.5296699562
3754314,3754314,19.8,0.2914439045,0.6516883822,291.4439045349,651.6883821679,0.1810947904,0.4049402617,956.1808197541,2138.0853117517
3596144,3596144,19.0,0.4212646106,0.9419763057,421.2646105562,941.9763057186,0.2617616123,0.5853167591,1382.1017848971,3090.4735428537
3634786,3634786,20.8,0.1838886721,0.411187571,183.8886720703,411.1875710413,0.1142630881,0.2555000322,603.309310875,1349.040630575
3744802,3744802,26.5,0.0133215567,0.0297879063,13.3215566698,29.7879062798,0.008277629,0.0185093411,43.7058959846,97.7293544391
3781651,3781651,25.187,0.024386809,0.0545305626,24.3868089865,54.5305626481,0.0151532559,0.0338837102,80.0092183953,178.9060511585
2307070,2307070,20.7,0.1925550782,0.4305662442,192.5550781879,430.566244241,0.1196481415,0.2675413778,631.7424027221,1412.6189567557
3621808,3621808,24.3,0.0366906138,0.0820427065,36.6906137531,82.0427064882,0.0227984834,0.0509789586,120.3760332259,269.1689931548
3712665,3712665,24.0,0.0421264611,0.0941976306,42.1264610556,94.1976305719,0.0261761612,0.0585316759,138.2101784897,309.0473542854
3755345,3755345,21.5,0.1332155667,0.2978790628,133.2155666981,297.8790627982,0.0827762899,0.1850934111,437.0589598459,977.2935443908
3172316,3172316,21.2,0.1529519353,0.3420109247,152.9519353442,342.0109247198,0.095039897,0.2125156703,501.8108275547,1122.0831222578
3771619,3771619,20.224,0.239747991,0.5360928053,239.7479909872,536.0928053164,0.1489724489,0.3331125225,786.5747987504,1758.8347193942
3752441,3752441,24.7,0.0305179233,0.0682401509,30.5179232594,68.2401509401,0.0189629525,0.0424024508,100.1244233463,223.8850168104
2141851,2141851,17.7,0.7665755735,1.7141150923,766.5755735311,1714.1150923063,0.4763278307,1.065101409,2515.0118046636,5623.7373594423
2190788,2190788,18.3,0.5815070396,1.30028927,581.5070396458,1300.2892700427,0.3613316107,0.807962044,1907.8315559515,4266.0410487267
2450894,2450894,18.3,0.5815070396,1.30028927,581.5070396458,1300.2892700427,0.3613316107,0.807962044,1907.8315559515,4266.0410487267
3092285,3092285,19.8,0.2914439045,0.6516883822,291.4439045349,651.6883821679,0.1810947904,0.4049402617,956.1808197541,2138.0853117517
3144143,3144143,24.0,0.0421264611,0.0941976306,42.1264610556,94.1976305719,0.0261761612,0.0585316759,138.2101784897,309.0473542854
3605664,3605664,19.0,0.4212646106,0.9419763057,421.2646105562,941.9763057186,0.2617616123,0.5853167591,1382.1017848971,3090.4735428537
3755203,3755203,19.5,0.3346223745,0.7482383761,334.6223744549,748.2383760735,0.2079246394,0.464933628,1097.8424710066,2454.8503937571
2004034,2004034,18.4,0.5553349116,1.2417666126,555.334911581,1241.766612574,0.3450690093,0.7715977618,1821.9649913114,4074.0375731972
2033342,2033342,17.9,0.6991252322,1.5632915441,699.1252322458,1563.2915440869,0.4344161447,0.97138403,2293.7180269613,5128.9094295021
3775154,3775154,22.605,0.0800857001,0.1790770695,80.0857001229,179.0770695004,0.0497629316,0.1112732978,262.7483683911,587.5232126997
2222008,2222008,18.9,0.4411182,0.9863702813,441.1181999969,986.3702813054,0.2740980571,0.6129018881,1447.2382352778,3236.1230737181
2446791,2446791,18.3,0.5815070396,1.30028927,581.5070396458,1300.2892700427,0.3613316107,0.807962044,1907.8315559515,4266.0410487267
3508128,3508128,24.6,0.0319561887,0.0714562102,31.9561886721,71.4562101727,0.0198566489,0.0444008168,104.8431420431,234.436392583
3713320,3713320,22.3,0.0921626549,0.2060819612,92.1626548503,206.0819612321,0.057267201,0.1280533543,302.370924539,676.1219416887
3738913,3738913,26.1,0.0160160338,0.0358129403,16.0160337979,35.8129403019,0.0099518989,0.0222531225,52.5460443254,117.4965270602
3014162,3014162,20.5,0.2111324448,0.4721064988,211.1324447897,472.1064988055,0.1311915784,0.2933532873,692.6917701639,1548.9058855411
2137078,2137078,16.3,1.4606796427,3.2661789745,1460.6796427136,3266.1789744576,0.9076239703,2.0295088955,4792.2561990004,10715.8106265596
3147555,3147555,21.4,0.1394938229,0.3119176705,139.4938229344,311.9176705226,0.0866774163,0.1938165949,457.6569140361,1023.3519701574
3562830,3562830,24.3,0.0366906138,0.0820427065,36.6906137531,82.0427064882,0.0227984834,0.0509789586,120.3760332259,269.1689931548
3608622,3608622,24.3,0.0366906138,0.0820427065,36.6906137531,82.0427064882,0.0227984834,0.0509789586,120.3760332259,269.1689931548
3646599,3646599,19.5,0.3346223745,0.7482383761,334.6223744549,748.2383760735,0.2079246394,0.464933628,1097.8424710066,2454.8503937571
2482796,2482796,19.5,0.3346223745,0.7482383761,334.6223744549,748.2383760735,0.2079246394,0.464933628,1097.8424710066,2454.8503937571
3515380,3515380,22.8,0.0732073989,0.1636967205,73.2073989347,163.696720474,0.0454889547,0.1017163949,240.181762721,537.0627483999
2066063,2066063,18.1,0.6376097899,1.4257388333,637.6097898754,1425.7388332807,0.3961922327,0.8859127646,2091.8957030147,4677.6209937807
2369986,2369986,20.6,0.2016299194,0.4508582062,201.6299194428,450.8582061718,0.1252869847,0.2801502144,661.5155049046,1479.1936371367
3117418,3117418,19.9,0.2783267681,0.6223575734,278.3267680719,622.3575733667,0.1729441822,0.3867149477,913.1455937611,2041.8556210042
3608784,3608784,20.5,0.2111324448,0.4721064988,211.1324447897,472.1064988055,0.1311915784,0.2933532873,692.6917701639,1548.9058855411
3632236,3632236,20.3,0.2315021222,0.5176544822,231.5021222103,517.6544821978,0.1438487052,0.3216554833,759.5214226325,1698.3415313737
3653683,3653683,19.1,0.4023045798,0.8995803882,402.3045798343,899.5803881691,0.2499803991,0.5589731654,1319.8969577037,2951.3793207207
2486692,2486692,19.3,0.3669061375,0.8204270649,366.9061375314,820.4270648822,0.2279848336,0.5097895857,1203.7603322587,2691.6899315481
3772394,3772394,23.779,0.0466396171,0.1042893544,46.6396171316,104.2893543508,0.0289805055,0.0648023804,153.01712147,342.1566853282
2022753,2022753,17.7,0.7665755735,1.7141150923,766.5755735311,1714.1150923063,0.4763278307,1.065101409,2515.0118046636,5623.7373594423
2031345,2031345,17.3,0.9216265485,2.0608196123,921.6265485028,2060.8196123208,0.5726720101,1.2805335433,3023.70924539,6761.2194168867
2301011,2301011,18.4,0.5553349116,1.2417666126,555.334911581,1241.766612574,0.3450690093,0.7715977618,1821.9649913114,4074.0375731972
3289740,3289740,20.5,0.2111324448,0.4721064988,211.1324447897,472.1064988055,0.1311915784,0.2933532873,692.6917701639,1548.9058855411
2006047,2006047,17.8,0.7320739893,1.6369672047,732.0739893473,1636.96720474,0.4548895468,1.017163949,2401.8176272101,5370.6274839991
2162120,2162120,20.6,0.2016299194,0.4508582062,201.6299194428,450.8582061718,0.1252869847,0.2801502144,661.5155049046,1479.1936371367
2256004,2256004,23.0,0.0667659413,0.1492931834,66.7659413495,149.2931834393,0.0414864197,0.0927664547,219.0483710172,489.807047955
2275545,2275545,18.1,0.6376097899,1.4257388333,637.6097898754,1425.7388332807,0.3961922327,0.8859127646,2091.8957030147,4677.6209937807
2339714,2339714,20.4,0.2210828104,0.4943561926,221.0828103591,494.3561926196,0.137374447,0.3071786018,725.3373275385,1621.9035709942
3586027,3586027,20.3,0.2315021222,0.5176544822,231.5021222103,517.6544821978,0.1438487052,0.3216554833,759.5214226325,1698.3415313737
3673268,3673268,17.2,0.9650614696,2.1579430484,965.0614695789,2157.9430484443,0.5996612104,1.34088323,3166.2122718533,7079.8658710581
3699951,3699951,22.4,0.0880146521,0.1968067451,88.0146520901,196.8067450894,0.0546897524,0.122290004,288.7619911632,645.6914415591
2480004,2480004,17.2,0.9650614696,2.1579430484,965.0614695789,2157.9430484443,0.5996612104,1.34088323,3166.2122718533,7079.8658710581
3768606,3768606,20.1,0.2538370294,0.5675968529,253.8370293645,567.5968528656,0.1577269688,0.3526882241,832.7986794202,1862.1944587557
3752445,3752445,24.183,0.03872175,0.0865844652,38.7217499927,86.5844651915,0.0240605725,0.0538010757,127.0398662462,284.0697767789
2469219,2469219,24.2,0.0384197891,0.0859092601,38.4197891064,85.9092601232,0.0238729428,0.0533815229,126.0491808919,281.8545369825
3761271,3761271,24.4,0.0350392641,0.0783501764,35.0392641108,78.3501764334,0.0217723826,0.0486845275,114.9582192654,257.0543928497
2137175,2137175,18.3,0.5815070396,1.30028927,581.5070396458,1300.2892700427,0.3613316107,0.807962044,1907.8315559515,4266.0410487267
2162173,2162173,19.3,0.3669061375,0.8204270649,366.9061375314,820.4270648822,0.2279848336,0.5097895857,1203.7603322587,2691.6899315481
3297628,3297628,22.6,0.0802703167,0.1794898848,80.2703167283,179.4898847799,0.049877647,0.1115298092,263.3540659348,588.8775935812
3471590,3471590,20.6,0.2016299194,0.4508582062,201.6299194428,450.8582061718,0.1252869847,0.2801502144,661.5155049046,1479.1936371367
3612843,3612843,19.5,0.3346223745,0.7482383761,334.6223744549,748.2383760735,0.2079246394,0.464933628,1097.8424710066,2454.8503937571
3761750,3761750,21.6,0.1272198785,0.2844722965,127.2198785394,284.4722965033,0.0790507431,0.1767628354,417.3880663071,933.3080892598
3763594,3763594,24.2,0.0384197891,0.0859092601,38.4197891064,85.9092601232,0.0238729428,0.0533815229,126.0491808919,281.8545369825
2482533,2482533,19.7,0.3051792326,0.6824015094,305.1792325939,682.4015094011,0.1896295249,0.4240245083,1001.2442334633,2238.8501681036
3553169,3553169,21.4,0.1394938229,0.3119176705,139.4938229344,311.9176705226,0.0866774163,0.1938165949,457.6569140361,1023.3519701574
3773650,3773650,21.494,0.1335841639,0.2987032712,133.5841639131,298.7032712272,0.0830053255,0.1856055503,438.2682683328,979.9976403732
2159402,2159402,16.1,1.6016033798,3.5812940302,1601.6033797856,3581.2940301941,0.9951898937,2.2253122528,5254.6044325359,11749.652706022
2162215,2162215,19.0,0.4212646106,0.9419763057,421.2646105562,941.9763057186,0.2617616123,0.5853167591,1382.1017848971,3090.4735428537
2332408,2332408,17.8,0.7320739893,1.6369672047,732.0739893473,1636.96720474,0.4548895468,1.017163949,2401.8176272101,5370.6274839991
3015691,3015691,21.1,0.160160338,0.358129403,160.1603379786,358.1294030194,0.0995189894,0.2225312253,525.4604432536,1174.9652706022
2480820,2480820,21.1,0.160160338,0.358129403,160.1603379786,358.1294030194,0.0995189894,0.2225312253,525.4604432536,1174.9652706022
2265482,2265482,21.0,0.1677084622,0.3750075218,167.7084621628,375.0075217981,0.1042091748,0.2330187988,550.2246310023,1230.3396778159
2418265,2418265,16.4,1.3949382293,3.1191767052,1394.9382293439,3119.1767052261,0.8667741625,1.9381659485,4576.5691403606,10233.5197015741
3279740,3279740,20.8,0.1838886721,0.411187571,183.8886720703,411.1875710413,0.1142630881,0.2555000322,603.309310875,1349.040630575
3699447,3699447,20.9,0.1756123185,0.3926810818,175.6123184804,392.6810818086,0.1091204019,0.2440006365,576.1559189633,1288.3238004408
3720359,3720359,22.9,0.0699125232,0.1563291544,69.9125232246,156.3291544087,0.0434416145,0.097138403,229.3718026961,512.8909429502
3733857,3733857,26.3,0.0146067964,0.0326617897,14.6067964271,32.6617897446,0.0090762397,0.020295089,47.92256199,107.1581062656
3638380,3638380,21.3,0.1460679643,0.3266178974,146.0679642714,326.6178974458,0.090762397,0.2029508896,479.2256199,1071.581062656
2392704,2392704,19.0,0.4212646106,0.9419763057,421.2646105562,941.9763057186,0.2617616123,0.5853167591,1382.1017848971,3090.4735428537
3520762,3520762,20.8,0.1838886721,0.411187571,183.8886720703,411.1875710413,0.1142630881,0.2555000322,603.309310875,1349.040630575
3740667,3740667,26.7,0.0121494041,0.0271668934,12.14940408,27.1668934089,0.0075492874,0.0168807197,39.8602508817,89.1302305717
3772846,3772846,26.286,0.0147012742,0.0328730484,14.7012741569,32.8730483706,0.0091349454,0.0204263589,48.2325283048,107.8512120163
2396794,2396794,17.8,0.7320739893,1.6369672047,732.0739893473,1636.96720474,0.4548895468,1.017163949,2401.8176272101,5370.6274839991
3291224,3291224,21.2,0.1529519353,0.3420109247,152.9519353442,342.0109247198,0.095039897,0.2125156703,501.8108275547,1122.0831222578
3744153,3744153,20.4,0.2210828104,0.4943561926,221.0828103591,494.3561926196,0.137374447,0.3071786018,725.3373275385,1621.9035709942
2086450,2086450,18.2,0.6089126221,1.3615700154,608.9126221057,1361.5700153859,0.3783606449,0.846040122,1997.7448871092,4467.0933692788
3017307,3017307,18.2,0.6089126221,1.3615700154,608.9126221057,1361.5700153859,0.3783606449,0.846040122,1997.7448871092,4467.0933692788
3102729,3102729,22.0,0.1058168859,0.2366137501,105.8168859331,236.6137501138,0.0657515442,0.1470249225,347.1682720448,776.2918559233
3648862,3648862,19.8,0.2914439045,0.6516883822,291.4439045349,651.6883821679,0.1810947904,0.4049402617,956.1808197541,2138.0853117517
3338518,3338518,20.0,0.2658,0.5943468684,265.8,594.3468684194,0.1651604118,0.369309908,872.047272,1949.9569797852
3719205,3719205,21.0,0.1677084622,0.3750075218,167.7084621628,375.0075217981,0.1042091748,0.2330187988,550.2246310023,1230.3396778159
3752904,3752904,21.2,0.1529519353,0.3420109247,152.9519353442,342.0109247198,0.095039897,0.2125156703,501.8108275547,1122.0831222578
2468541,2468541,20.2,0.2424124811,0.5420507863,242.4124811008,542.0507863358,0.1506280858,0.3368146392,795.3165644948,1778.3819018419
3401904,3401904,21.0,0.1677084622,0.3750075218,167.7084621628,375.0075217981,0.1042091748,0.2330187988,550.2246310023,1230.3396778159
3025767,3025767,21.7,0.1214940408,0.2716689341,121.4940407996,271.6689340891,0.0754928736,0.1688071972,398.6025088171,891.3023057169
3102712,3102712,22.8,0.0732073989,0.1636967205,73.2073989347,163.696720474,0.0454889547,0.1017163949,240.181762721,537.0627483999
3338369,3338369,20.1,0.2538370294,0.5675968529,253.8370293645,567.5968528656,0.1577269688,0.3526882241,832.7986794202,1862.1944587557
